"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8PII6UM6","newspaperArticle","1925","Pirandello, Luigi","En confidence","Le Temps","","","","","","1925-07-20","2021-02-02 14:23:43","2021-02-02 14:38:37","","2","","","","","","","","","","","","","","","","","","","","","","/Users/irenebertelloni/Zotero/storage/W8G7W5FQ/Pirandello - 1925 - En confidence.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KRQB94Q7","bookSection","2008","Langella, Giuseppe","Il Novecento delle riviste. Letteratura e cultura militante","Gli spazi della letteratura","","","","","","2008","2021-02-12 09:30:54","2021-12-25 16:58:22","","23-30","","","","","","","","","","","Interlinea","Novara","","","","","","","","","","","","","","Carnero, Roberto; Landolfi, Giovanni","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8M4GUYMZ","book","1982","Langella, Giuseppe","Il secolo delle riviste. Lo statuto letterario dal “Baretti” a “Primato","","","","","","","1982","2021-02-19 13:55:29","2021-12-24 11:09:47","","","","","","","","","","","","","Vita e Pensiero","Milano","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S3XUI25J","journalArticle","1975","Masiero, Franco","«Strapaese» e «Stracittà»","Problemi","","","","","","1975","2021-02-19 15:08:56","2021-12-23 16:52:15","","260-290","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PJ4E9UA5","book","2002","Mangoni, Luisa","L’interventismo della cultura. Intellettuali e riviste del fascismo","","","","","","","2002","2021-02-22 08:55:42","2021-08-05 08:03:53","","","","","","","","","","","","","Nino Aragno Editore","Torino","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5MM7IQMM","book","1975","Troisio, Luciano","Le riviste di Strapaese e Stracittà. Il Selvaggio – L’Italiano - “900”","","","","","","","1975","2021-02-22 10:40:33","2022-01-05 14:26:24","","","","","","","","","","","","","Canova","Treviso","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFBHJQCF","book","1938","Bontempelli, Massimo","L'avventura novecentista: selva polemica (1926-1938): dal realismo magico allo stile naturale, soglia della terza epoca","","","","","","","1938","2021-02-22 17:48:31","2021-02-22 17:48:58","","","","","","","","","","","","","Vallecchi","Firenze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZVDY9UEC","journalArticle","2011","Crimi, Giuseppe; Dabbene, Laura","""Il coraggio di farmi conoscere per intero"": alcune lettere di Luigi Pirandello edite e inedite","L'Ellisse. Studi storici di letteratura italiana","","","","","","2011","2021-03-04 08:14:58","2022-01-04 14:34:53","","83-106","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z3S2G5JS","bookSection","1973","Bobbio, Norberto","La cultura italiana e il fascismo","Fascismo e società italiana","","","","","","1973","2021-03-04 15:42:04","2022-01-04 14:51:01","","209-246","","","","","","","","","","","Einaudi","Torino","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4XI7C5T6","book","1974","De Felice, Renzo","Mussolini il duce. Gli anni del consenso 1929-1936","","","","","","","1974","2021-03-04 16:01:35","2021-12-24 11:26:56","","","","","","","","","","","","","Einaudi","Torino","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W2P7T2C4","book","1972","Hamilton, Alastair","L'illusione fascista. Gli intellettuali e il fascismo: 1919-1945","","","","","","","1972","2021-03-04 16:24:14","2021-12-24 11:09:30","","","","","","","","","","","","","Mursia","Milano","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5C2DT6H7","book","1980","Turi, Gabriele","Il fascismo e il consenso degli intellettuali","","","","","","","1980","2021-03-04 16:47:08","2021-12-24 11:34:34","","","","","","","","","","","","","Il Mulino","Bologna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2N8I6FVW","book","1957","NESSUNO","Opera omnia di Benito Mussolini. Dall’attentato Zaniboni al discorso dell’ascensione (5 novembre 1925 – 26 maggio 1927","","","","","","","1957","2021-03-05 10:13:32","2022-01-10 08:19:42","","","","","","","","","","","","","La Fenice","Firenze","","","","","","","","","","","","","","Susmel, Eduardo; Susmel, Duilio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UK6STNUW","journalArticle","1976","Magnarelli, Paola","La cultura durante il fascismo: elementi di un dibattito","Quaderni storici","","","","","","1976","2021-03-05 14:01:08","2021-03-05 14:02:34","","1207-1224","","33","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z4UKMS5D","journalArticle","2008","Finzi, Roberto","La cultura italiana e le leggi antiebraiche del 1938","Studi Storici","","","","","","2008","2021-03-05 14:38:46","2021-12-29 05:50:56","","895-929","","4","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q77RLI6Q","journalArticle","2003","Bonavita, Riccardo","«Una ingiustizia strana e indecifrabile». Il difficile rientro di Santorre Debenedetti e Attilio Momigliano","Storia e problemi contemporanei","","","","","","2003","2021-03-05 14:50:32","2021-12-23 15:04:35","","45-52","","32","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AUSRBIL5","journalArticle","2018","Catania, Lorenzo","Noterella su Luigi Russo e il rifiuto della cattedra tolta all'ebreo Attilio Momigliano","Il portolano","","","","","","2018","2021-03-05 14:51:45","2021-12-23 16:17:19","","24","","99-100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WIHII3LB","newspaperArticle","2018","Stella, Gian Antonio","Soltanto Bontempelli disse no alla cattedra di un ebreo espulso","","","","","https://www.corriere.it/cultura/18_agosto_28/massimo-bontempelli-docente-leggi-razziali-72a7788a-aae4-11e8-8af0-f325f3df3076.shtml","","2018-08-28","2021-03-05 14:56:50","2021-12-23 17:13:28","2021-03-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J2MSC7MS","book","2009","Tiozzo, Enrico","La letteratura italiana e il premio Nobel. Storia critica e documenti","","","","","","","2009","2021-03-08 14:36:54","2021-03-08 14:37:07","","","","","","","","","","","","","Olschki","Firenze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J5DQWQ4H","book","1974","Garin, Eugenio","Intellettuali italiani del XX secolo","","","","","","","1974","2021-03-08 14:54:03","2021-12-24 11:08:58","","","","","","","","","","","","","Editori Riuniti","Roma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T73GZHSN","journalArticle","2005","Stagnitti, Barbara","Una rivista d’autore: “900” di Massimo Bontempelli","Quaderni grigionitaliani","","","","","","2005","2021-03-11 08:24:09","2021-12-23 17:07:55","","273-282","","1","74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TF4I4MPE","book","1995","Luti, Giorgio","La letteratura nel ventennio fascista. Cronache letterarie tra le due guerre 1920-1940","","","","","","","1995","2021-03-12 10:38:57","2022-01-08 16:01:53","","","","","","","","","","","","","La Nuova Italia","Firenze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CA4IS5JD","book","1986","Branca, Vittore","Dizionario critico della letteratura italiana","","","","","","","1986","2021-03-12 16:50:31","2022-01-04 14:35:01","","","","","","","","","","","","","UTET","Torino","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B2IUDK88","book","2012","Serra, Maurizio","Malaparte. Vite e leggende","","","","","","","2012","2021-03-12 16:51:37","2021-03-12 16:52:36","","","","","","","","","","","","","Marsilio","Venezia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YJTXC24W","bookSection","1979","Baldacci, Luigi","Massimo Bontempelli","Novecento. Gli scrittori e la cultura letteraria della società italiana","","","","","","1979","2021-03-15 16:05:26","2022-01-11 19:55:55","","","","","","","","","","","","","Marzorati","Milano","","","","","","","","","","","","","","Grana, Gianni","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PNAG7RGD","journalArticle","2014","Farinelli, Patrizia","Il Novecentismo: «Un’impresa contro il diavolo». Note sul progetto culturale ed estetico bontempelliano","Vestnik za tuje jezike","","","10.4312/vestnik.6.81-93","","","2014","2021-03-17 16:37:03","2022-01-05 14:00:16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXVQLHBA","journalArticle","1975","Airoldi Namer, Fulvia","Gli scritti teorici di Massimo Bontempelli nei « Cahier du “900”» e la ricostruzione mitica della realtà","Studi Novecenteschi","","","","","","1975","2021-03-18 09:30:37","2021-12-29 13:49:56","","249-270","","12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W5NI8JGY","bookSection","2016","Farinelli, Patrizia","L'isola del novecentismo nell'arcipelago modernista","I cantieri dell’italianistica. Ricerca, didattica e organizzazione agli inizi del XXI secolo","","","","","","2016","2021-03-18 10:13:01","2022-01-11 07:33:32","","","","","","","","","","","","","Adi editore","Roma","","","","","","","","","","","","","","Baldassarri, Guido; Di Iasio, Valeria; Ferroni, Giovanni; Pietrobon, Ester","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L8NUNUYC","book","1957","Vittorini, Elio","Diario in pubblico","","","","","","","1957","2021-03-18 17:38:17","2021-12-24 11:35:04","","","","","","","","","","","","","Bompiani","Milano","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E3J2JY9V","journalArticle","1982","Seroni, Adriano","Fascismo e riviste letterarie italiane negli anni trenta","Studi Storici","","","","","","1982","2021-03-19 09:45:37","2021-12-23 17:02:33","","541-554","","3","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JMFM4IAW","bookSection","2017","Tortora, Massimiliano","Modernismo e modernisti nelle riviste fasciste","I modernismi nelle riviste. Tra Europa e Stati Uniti","","","","","","2017","2021-03-19 11:32:28","2022-01-05 15:03:20","","73-93","","","","","","","","","","","Ledizioni","Milano","","","","","","","","","","","","","","Patey, Caroline; Esposito, Edoardo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LZU4X7Z6","book","1998","Pardini, Giuseppe","Curzio Malaparte. Una biografia politica","","","","","","","1998","2021-03-19 15:00:45","2021-03-19 15:01:40","","","","","","","","","","","","","Luni Editrice","Milano Trento","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8B9TFVUY","journalArticle","2005","Ludovico, Roberto","“Solaria” e la cultura europea degli anni Trenta","Rivista di letteratura italiana","","","","","","2005","2021-03-22 09:57:25","2021-12-29 05:56:31","","311-314","","1 - 2","XXIII","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PIRIVUUR","bookSection","2003","Coppola, Maria Micaela","Virginia Woolf nelle riviste italiane della prima metà del ‘900","Frammenti di Europa. Riviste e traduttori del Novecento","","","","","","2003","2021-03-22 10:32:39","2022-01-11 19:55:02","","","","","","","","","","","","","Metauro","Pesaro","","","","","","","","","","","","","","Gubert, Carla","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BAPPH3P8","book","2021","Meli, Piero","Luigi Pirandello. «Io sono fascista»","","","","","","","2021","2021-03-26 10:48:39","2021-12-28 11:23:45","","","","","","","","","","","","","Salvatore Sciascia Editore","Caltanissetta-Roma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YCAY8ZBF","book","1992","","Massimo Bontempelli scrittore e intellettuale","","","","","","","1992","2021-03-30 14:01:11","2021-05-24 08:40:28","","","","","","","","","","","","","Editori Riuniti","Roma","","","","","","","","","","","","","","Donati, Corrado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7Q4JJNKR","book","1985","Mandich, Anna Maria","Una rivista italiana in lingua francese. Il ""900"" di Bontempelli (1926-1929)","","","","","","","1985","2021-03-30 15:21:01","2022-01-04 14:42:04","","","","","","","","","","","","","Editrice Libreria Goliardica","Pisa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4XAZYEX3","journalArticle","2013","Gennaro, Rosario","Il Manifesto degli intellettuali fascisti e l'espansione culturale all'estero","Nuova Storia Contemporanea","","","","","","2013","2021-03-31 13:27:55","2022-01-11 07:30:59","","79-95","","1","XVII","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RN78ZFP6","book","1982","","Atti del Convegno su Umberto Fracchia (1889-1930) nel cinquantenario della morte","","","","","","","1982","2021-04-01 15:37:20","2022-01-11 20:08:50","","","","","","","","","","","","","Genova: Accademia ligure di scienze e lettere","Genova","","","","","","","","","","","","","","Obertello, Alfredo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7H5VRXBU","book","2018","Boccaccio, Mara","Massimo Bontempelli. Critico e poeta","","","","","","","2018","2021-04-01 15:42:48","2021-12-24 11:22:07","","","","","","","","","","","","","Paolo Loffredo","Napoli","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VAZ2YELG","book","1988","Angelini, Franca","Teatro e spettacolo nel primo Novecento","","","","","","","1988","2021-04-06 16:27:28","2022-01-08 15:54:55","","","","","","","","","","","","","Laterza","Bari","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PQTEDJSH","book","2009","Divano, Diego","Alle origini della ""Fiera letteraria"" (1925-1926): un progetto editoriale tra cultura e politica","","","","","","","2009","2021-04-12 08:45:51","2021-04-12 08:46:29","","","","","","","","","","","","","Società Editrice Fiorentina","Firenze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LI8KBKHW","book","2009","Pelini, Francesca; Pavan, Ilaria","La doppia epurazione. L’università di Pisa e le leggi razziali tra guerra e dopoguerra","","","","","","","2009","2021-04-16 09:48:53","2021-12-24 11:10:55","","","","","","","","","","","","","Il Mulino","Bologna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QVYDLTJE","bookSection","2004","Mancini, Susanna","L'avventura europeista di «900»","Le letterature straniere nell’Italia dell’entre-deux-guerres","","","","","","2004","2021-04-30 09:57:36","2021-04-30 14:54:46","","354-381","","","","","","","","","","","PensaMultimedia","Lecce","","","","","","","","","","","","","","Esposito, Edoardo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4Q6WI9JQ","bookSection","1998","Contorbia, Franco","Notizie su Giuseppe Raimondi e «L'Italiano» (dalle carte di Umberto Fracchia)","Giuseppe Raimondi: carte, libri, dialoghi intellettuali, Atti delle Giornate di Studio, Bologna, 9-10 maggio 1996","","","","","","1998","2021-04-30 16:13:24","2021-12-25 16:29:39","","13-38","","","","","","","","","","","Pàtron","Bologna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VL7W79U2","book","1953","Falqui, Enrico","Il Futurismo. Il Novecentismo","","","","","","","1953","2021-04-30 16:59:05","2021-04-30 17:01:17","","","","","","","","","","","","","Edizioni Radio Italiana","Torino","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SMYJVHGC","journalArticle","2004","Frabetti, Anna","Note parigine di Corrado Alvaro sulla Letteratura Italiana degli anni Venti","Filologia e critica","","","","","","2004","2021-05-04 09:39:31","2021-12-23 16:36:06","","419-431","","4","XXIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3PB9SH9T","journalArticle","2019","Spagnoletto, Davide","""Tu sei tra quelle poche persone sulle quali posso ancora contare"". Giorgio De Chirico e Massimo Bontempelli","Metafisica","","","","","","2019","2021-05-04 09:47:32","2021-12-29 06:04:50","","194-207","","","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5YTFG4X3","bookSection","2003","Airoldi Namer, Fulvia","Scrivere in francese: Bontempelli e i «Cahiers du '900»","De Marco Polo à Savinio. Écrivains italiens en langue française","","","","","","2003","2021-05-10 12:46:31","2021-12-25 16:19:35","","155-178","","","","","","","","","","","Presse de l'Université de Paris-Sorbonne","Paris","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TY2P89S5","book","1983","Frank, Nino","10.7.2 et autres portraits. Souvenirs","","","","","","","1983","2021-05-13 10:15:26","2021-12-24 11:29:09","","","","","","","","","","","","","Calmann-Lévy","Paris","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59LLAUR7","bookSection","2002","Gubert, Carla","Il ruolo di Nino Frank nella mediazione culturale tra Italia e Francia e il tentativo mancato di «Bifur»","Le riviste dell'Europa Letteraria","","","","","","2002","2021-05-18 08:45:48","2022-01-04 14:19:34","","201-220","","","","","","","","","","","Editrice Universitaria degli Studi di Trento","Trento","","","","","","","","","","","","","","Gubert, Carla; Rizzante, Massimo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YXSLSV64","journalArticle","2000","Frabetti, Anna","«L’Italie et nous». Alcune interviste francesi a scrittori italiani dell’epoca fascista","Filologia e critica","","","","","","2000","2021-05-18 15:03:14","2021-05-18 15:03:48","","69-94","","1","XXV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XW4R7857","book","1968","Frank, Nino","Mémoire brisée II. Le bruit parmi le vent","","","","","","","1968","2021-05-19 10:04:13","2021-12-24 11:28:57","","","","","","","","","","","","","Calmann-Lévy","Paris","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B6WS7IJ7","bookSection","1995","Airoldi Namer, Fulvia","Massimo Bontempelli e la Francia","Heurs et malheurs de la littérature italienne en France","","","","","","1995","2021-05-19 13:13:15","2021-12-25 15:57:31","","187-201","","","","","","","","","","","Presses Universitaires de Caen","Caen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GX5PMNI6","journalArticle","1988","Caloz, René","Un adieu a Nino Frank","Feuille de routes","","","","","","1988","2021-05-20 08:40:21","2021-12-23 16:14:11","","3-4","","","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2A5CWUQY","book","2010","Ludovico, Roberto","""Una farfalla chiamata Solaria"" tra l'Europa e il romanzo","","","","","","","2010","2021-05-21 15:08:10","2021-05-21 15:09:18","","","","","","","","","","","","","Metauro","Pesaro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9YJ5H287","book","1979","NESSUNO","Lettere a Solaria","","","","","","","1979","2021-05-24 08:31:27","2022-01-05 14:35:05","","","","","","","","","","","","","Editori Riuniti","Roma","","","","","","","","","","","","","","Manacorda, Giuliano","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9B37KPY2","bookSection","2012","NESSUNO","Il modernismo italiano esiste","Sul modernismo italiano","","","","","","2012","2021-05-27 07:47:01","2022-01-11 13:53:47","","","","","","","","","","","","","Liguori Editore","Napoli","","","","","","","","","","","","","","Luperini, Romano; Tortora, Massimiliano","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QA98AEJ6","journalArticle","2010","Castellana, Riccardo","Realismo modernista. Un'idea del romanzo italiano (1915-1925)","Italianistica","","","","","","2010","2021-05-27 08:29:06","2021-12-23 16:15:03","","23-45","","1","XXXIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TW783BPL","bookSection","2015","Esposito, Edoardo","Sulla categoria di «modernismo»","Il testo e l’opera. Studi in ricordo di Franco Brioschi","","","","","","2015","2021-05-27 08:50:19","2022-01-04 15:08:08","","401-421","","","","","","","","","","","Ledizioni","Milano","","","","","","","","","","","","","","Neri, Laura; Sini, Stefania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUENHXJ4","journalArticle","2011","Baldi, Valentino","A cosa serve il modernismo italiano?","Allegoria","","","","","","2011","2021-05-27 14:08:19","2021-12-23 14:51:16","","63-82","","63","XXIII","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IB4WGKVL","book","2016","Aa. Vv.","Paola Masino","","","","","","","2016","2021-05-29 07:51:13","2021-12-30 11:30:10","","","","","","","","","","","","","Mondadori","Milano","","","","","","","","","","","","","","Manetti, Beatrice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8KBVNJ23","bookSection","2004","Gubert, Carla","La condivisione classica tra Italia e Francia nel primo dopoguerra: Ungaretti mediatore culturale per «La Ronda»","Lingue e letterature in contatto","","","","","","2004","2021-06-09 13:32:09","2022-01-10 19:07:28","","404-412","","","","","","","","","","","Franco Cesati Editore","Firenze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R3DG4KDK","journalArticle","2002","Conti, Eleonora","Ungaretti, mediatore culturale di «Commerce»","Intersezioni","","","","","","2002","2021-06-09 14:08:45","2021-06-09 14:09:34","","89-108","","1","XXII","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7ARP8SQU","journalArticle","2006","Gennaro, Rosario","La circulation internatonale des littératures","Échanges internationaux et nationalisme littéraire. Écrivains italiens entre Rome et Paris","","","","","","2006","2021-06-10 13:49:35","2021-12-25 15:56:04","","255-276","","1-2","","","","","","","","","","","","","","","","","","","","","","","","Meizoz, Jérôme","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WB4JJKLG","book","1989","Ungaretti, Giuseppe; Paulhan, Jean","Correspondance Jean Paulhan, Giuseppe Ungaretti, 1921-1968","","","","","","","1989","2021-06-10 14:59:30","2022-01-05 14:28:11","","","","","","","","","","","","","Gallimard","Paris","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62XMTMH5","journalArticle","2015","Gennaro, Rosario","La traduzione e la «nuova letteratura». Il modernismo novecentista (tra nazionalismo e interculturalità)","Ticontre. Teoria Testo Traduzione","","","","http://www.ticontre.org/ojs/index.php/t3/article/view/54","","2015","2021-06-15 14:29:50","2021-12-23 16:41:02","2021-06-15","79-92","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YVCICT8Y","journalArticle","2010","Gennaro, Rosario","I manifesti di «900» tra politica e letteratura","Bollettino '900","","","","https://boll900.it/numeri/2010-i/Gennaro.html","","2010","2021-06-15 14:31:13","2021-12-23 16:39:13","2021-06-15","","","1-2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53GDL5T9","journalArticle","1991","NESSUNO","Corrispondenza Paulhan – Ungaretti (1921-1968) Intervista con Luciano Rebay","Yearbook of Italian studies","","","","","","1991","2021-06-15 15:04:12","2022-01-07 16:17:25","","106-113","","","9","","","","","","","","","","","","","","","","","","","","","","","Della Terza, Dante","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5CIRTKZ","journalArticle","2019","Fournier-Finocchiaro, Laura","Traduction et interprétation des lettres italiennes en France sous le fascisme, entre culture et propagande","Cahiers d’études italiennes","","","10.4000/books.pressesenssib.13059","","","2019","2021-06-15 15:16:33","2021-12-23 16:30:31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JWKZK433","book","2003","Gubert, Carla","Un mondo di cartone. Nascita e poetica della prosa d'arte nel Novecento","","","","","","","2003","2021-06-15 16:15:12","2021-12-24 11:29:43","","","","","","","","","","","","","Metauro","Pesaro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
